year,party,party_id,row_idx,ground_truth,gemma_top1,gemma_ranked,gemma_correct,gemma_top3,berta_top1,berta_ranked,gold_spektrum,gemma_spektrum,berta_spektrum,spektrum_gleich
199809,Greens/Alliance90,41113,1284,503,503,"[""503"", ""412"", ""504""]",True,True,503,"[""503"", ""504"", ""403""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,52,701,504,"[""504"", ""503"", ""0""]",False,False,504,"[""504"", ""505"", ""503""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,738,504,701,"[""701"", ""504"", ""503""]",False,True,701,"[""701"", ""504"", ""503""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,1927,105,105,"[""105"", ""201"", ""303""]",True,True,105,"[""105"", ""605"", ""202""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1560,506,506,"[""506"", ""503"", ""0""]",True,True,506,"[""506"", ""411"", ""504""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,1283,503,412,"[""412"", ""503"", ""0""]",False,True,504,"[""504"", ""412"", ""413""]",NEUTRAL,LEFT,LEFT,False
199809,Greens/Alliance90,41113,718,701,401,"[""401"", ""408"", ""0""]",False,False,505,"[""505"", ""705"", ""410""]",LEFT,RIGHT,RIGHT,False
199809,Greens/Alliance90,41113,994,416,416,"[""416"", ""108"", ""0""]",True,True,108,"[""108"", ""416"", ""501""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1543,706,506,"[""506"", ""503"", ""201""]",False,False,506,"[""506"", ""503"", ""706""]",GAL,NEUTRAL,NEUTRAL,False
199809,Greens/Alliance90,41113,479,501,416,"[""416"", ""501"", ""0""]",False,True,501,"[""501"", ""416"", ""411""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,437,408,408,"[""408"", ""701"", ""0""]",True,True,416,"[""416"", ""410"", ""404""]",NEUTRAL,NEUTRAL,GAL,True
199809,Greens/Alliance90,41113,1736,201,201,"[""201"", ""202"", ""0""]",True,True,201,"[""201"", ""202"", ""706""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,455,501,416,"[""416"", ""501"", ""403""]",False,True,416,"[""416"", ""501"", ""411""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1642,606,606,"[""606"", ""504"", ""503""]",True,True,606,"[""606"", ""503"", ""603""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,1575,506,506,"[""506"", ""304"", ""701""]",True,True,506,"[""506"", ""411"", ""704""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,1221,202,504,"[""504"", ""202"", ""0""]",False,True,504,"[""504"", ""202"", ""503""]",GAL,LEFT,LEFT,False
199809,Greens/Alliance90,41113,211,416,701,"[""701"", ""416"", ""501""]",False,True,416,"[""416"", ""501"", ""701""]",GAL,LEFT,GAL,False
199809,Greens/Alliance90,41113,2089,201,201,"[""201"", ""109"", ""107""]",True,True,201,"[""201"", ""107"", ""202""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,582,503,503,"[""503"", ""705"", ""201""]",True,True,503,"[""503"", ""706"", ""705""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,1730,502,502,"[""502"", ""202"", ""0""]",True,True,502,"[""502"", ""202"", ""201""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,376,703,108,"[""108"", ""403"", ""703""]",False,True,703,"[""703"", ""108"", ""110""]",NEUTRAL,GAL,NEUTRAL,False
199809,Greens/Alliance90,41113,1351,503,503,"[""503"", ""504"", ""0""]",True,True,706,"[""706"", ""503"", ""504""]",NEUTRAL,NEUTRAL,GAL,True
199809,Greens/Alliance90,41113,1654,202,202,"[""202"", ""606"", ""201""]",True,True,202,"[""202"", ""201"", ""606""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,890,503,503,"[""503"", ""0"", ""705""]",True,True,503,"[""503"", ""504"", ""303""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,329,408,501,"[""501"", ""0"", ""107""]",False,False,501,"[""501"", ""416"", ""406""]",NEUTRAL,GAL,GAL,False
199809,Greens/Alliance90,41113,222,408,411,"[""411"", ""501"", ""503""]",False,False,501,"[""501"", ""411"", ""201""]",NEUTRAL,NEUTRAL,GAL,True
199809,Greens/Alliance90,41113,1051,503,503,"[""503"", ""504"", ""0""]",True,True,706,"[""706"", ""503"", ""603""]",NEUTRAL,NEUTRAL,GAL,True
199809,Greens/Alliance90,41113,1335,706,503,"[""503"", ""603"", ""0""]",False,False,503,"[""503"", ""706"", ""604""]",GAL,NEUTRAL,NEUTRAL,False
199809,Greens/Alliance90,41113,380,416,703,"[""703"", ""416"", ""501""]",False,True,703,"[""703"", ""416"", ""501""]",GAL,NEUTRAL,NEUTRAL,False
199809,Greens/Alliance90,41113,1075,303,303,"[""303"", ""504"", ""201""]",True,True,303,"[""303"", ""504"", ""503""]",RIGHT,RIGHT,RIGHT,True
199809,Greens/Alliance90,41113,474,411,416,"[""416"", ""501"", ""408""]",False,False,501,"[""501"", ""416"", ""411""]",NEUTRAL,GAL,GAL,False
199809,Greens/Alliance90,41113,2063,107,107,"[""107"", ""0"", ""202""]",True,True,107,"[""107"", ""109"", ""201""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1670,202,202,"[""202"", ""201"", ""0""]",True,True,201,"[""201"", ""202"", ""606""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,753,701,701,"[""701"", ""108"", ""504""]",True,True,108,"[""108"", ""701"", ""110""]",LEFT,LEFT,GAL,True
199809,Greens/Alliance90,41113,1693,110,108,"[""108"", ""202"", ""110""]",False,True,202,"[""202"", ""108"", ""110""]",TAN,GAL,GAL,False
199809,Greens/Alliance90,41113,1625,506,411,"[""411"", ""303"", ""0""]",False,False,411,"[""411"", ""201"", ""202""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,968,504,504,"[""504"", ""701"", ""503""]",True,True,503,"[""503"", ""402"", ""504""]",LEFT,LEFT,NEUTRAL,True
199809,Greens/Alliance90,41113,1231,403,504,"[""504"", ""402"", ""303""]",False,False,504,"[""504"", ""303"", ""202""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,338,403,416,"[""416"", ""501"", ""403""]",False,True,416,"[""416"", ""501"", ""411""]",LEFT,GAL,GAL,False
199809,Greens/Alliance90,41113,791,403,403,"[""403"", ""412"", ""304""]",True,True,403,"[""403"", ""412"", ""413""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,1131,706,604,"[""604"", ""504"", ""201""]",False,False,706,"[""706"", ""603"", ""201""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,756,416,411,"[""411"", ""301"", ""501""]",False,False,411,"[""411"", ""108"", ""301""]",GAL,NEUTRAL,NEUTRAL,False
199809,Greens/Alliance90,41113,2101,201,201,"[""201"", ""107"", ""0""]",True,True,201,"[""201"", ""107"", ""202""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1734,502,503,"[""503"", ""502"", ""202""]",False,True,503,"[""503"", ""502"", ""403""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,1244,504,504,"[""504"", ""503"", ""0""]",True,True,504,"[""504"", ""503"", ""705""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,1013,403,403,"[""403"", ""412"", ""408""]",True,True,403,"[""403"", ""414"", ""408""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,1492,506,506,"[""506"", ""503"", ""411""]",True,True,506,"[""506"", ""503"", ""201""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,270,403,403,"[""403"", ""412"", ""414""]",True,True,403,"[""403"", ""411"", ""412""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,1057,705,503,"[""503"", ""705"", ""201""]",False,True,503,"[""503"", ""705"", ""201""]",GAL,NEUTRAL,NEUTRAL,False
199809,Greens/Alliance90,41113,164,501,501,"[""501"", ""416"", ""305""]",True,True,501,"[""501"", ""305"", ""416""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1450,706,201,"[""201"", ""605"", ""0""]",False,False,605,"[""605"", ""705"", ""706""]",GAL,GAL,TAN,True
199809,Greens/Alliance90,41113,1832,607,607,"[""607"", ""601"", ""0""]",True,True,602,"[""602"", ""601"", ""705""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1235,303,506,"[""506"", ""411"", ""606""]",False,False,504,"[""504"", ""506"", ""606""]",RIGHT,NEUTRAL,LEFT,False
199809,Greens/Alliance90,41113,315,416,416,"[""416"", ""501"", ""411""]",True,True,416,"[""416"", ""501"", ""411""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,974,414,408,"[""408"", ""0"", ""414""]",False,True,410,"[""410"", ""414"", ""504""]",RIGHT,NEUTRAL,NEUTRAL,False
199809,Greens/Alliance90,41113,1445,705,605,"[""605"", ""503"", ""0""]",False,False,605,"[""605"", ""503"", ""201""]",GAL,TAN,TAN,False
199809,Greens/Alliance90,41113,980,701,701,"[""701"", ""605"", ""410""]",True,True,701,"[""701"", ""402"", ""403""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,2259,202,202,"[""202"", ""104"", ""201""]",True,True,202,"[""202"", ""105"", ""201""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1804,705,607,"[""607"", ""601"", ""0""]",False,False,607,"[""607"", ""705"", ""201""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,2087,201,201,"[""201"", ""0"", ""202""]",True,True,201,"[""201"", ""202"", ""503""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,664,701,701,"[""701"", ""408"", ""0""]",True,True,701,"[""701"", ""503"", ""504""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,1222,202,504,"[""504"", ""503"", ""201""]",False,False,504,"[""504"", ""202"", ""201""]",GAL,LEFT,LEFT,False
199809,Greens/Alliance90,41113,1140,504,504,"[""504"", ""503"", ""414""]",True,True,504,"[""504"", ""706"", ""505""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,1213,604,411,"[""411"", ""504"", ""404""]",False,False,504,"[""504"", ""411"", ""503""]",GAL,NEUTRAL,LEFT,False
199809,Greens/Alliance90,41113,1952,706,605,"[""605"", ""503"", ""504""]",False,False,504,"[""504"", ""603"", ""605""]",GAL,TAN,LEFT,False
199809,Greens/Alliance90,41113,1820,503,201,"[""201"", ""605"", ""503""]",False,True,201,"[""201"", ""705"", ""503""]",NEUTRAL,GAL,GAL,False
199809,Greens/Alliance90,41113,1655,202,202,"[""202"", ""201"", ""303""]",True,True,202,"[""202"", ""201"", ""304""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1012,403,108,"[""108"", ""107"", ""403""]",False,True,403,"[""403"", ""108"", ""412""]",LEFT,GAL,LEFT,False
199809,Greens/Alliance90,41113,642,402,402,"[""402"", ""108"", ""701""]",True,True,402,"[""402"", ""410"", ""110""]",RIGHT,RIGHT,RIGHT,True
199809,Greens/Alliance90,41113,2308,503,503,"[""503"", ""202"", ""701""]",True,True,706,"[""706"", ""202"", ""503""]",NEUTRAL,NEUTRAL,GAL,True
199809,Greens/Alliance90,41113,2236,105,105,"[""105"", ""106"", ""107""]",True,True,105,"[""105"", ""106"", ""107""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,428,403,503,"[""503"", ""303"", ""403""]",False,True,501,"[""501"", ""416"", ""301""]",LEFT,NEUTRAL,GAL,False
199809,Greens/Alliance90,41113,229,408,416,"[""416"", ""501"", ""411""]",False,False,416,"[""416"", ""411"", ""501""]",NEUTRAL,GAL,GAL,False
199809,Greens/Alliance90,41113,513,501,504,"[""504"", ""501"", ""403""]",False,True,501,"[""501"", ""416"", ""703""]",GAL,LEFT,GAL,False
199809,Greens/Alliance90,41113,708,504,701,"[""701"", ""504"", ""0""]",False,True,701,"[""701"", ""504"", ""408""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,740,504,504,"[""504"", ""701"", ""503""]",True,True,504,"[""504"", ""701"", ""503""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,1925,202,202,"[""202"", ""605"", ""0""]",True,True,202,"[""202"", ""606"", ""605""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,303,201,605,"[""605"", ""201"", ""107""]",False,True,605,"[""605"", ""107"", ""201""]",GAL,TAN,TAN,False
199809,Greens/Alliance90,41113,1757,606,606,"[""606"", ""603"", ""202""]",True,True,606,"[""606"", ""603"", ""202""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,1743,502,403,"[""403"", ""502"", ""0""]",False,True,201,"[""201"", ""202"", ""502""]",NEUTRAL,LEFT,GAL,False
199809,Greens/Alliance90,41113,2126,105,105,"[""105"", ""110"", ""106""]",True,True,105,"[""105"", ""110"", ""106""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1162,504,504,"[""504"", ""414"", ""0""]",True,True,504,"[""504"", ""503"", ""706""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,73,606,606,"[""606"", ""503"", ""202""]",True,True,606,"[""606"", ""202"", ""305""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,536,501,501,"[""501"", ""203"", ""201""]",True,True,501,"[""501"", ""204"", ""203""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1230,403,504,"[""504"", ""202"", ""403""]",False,True,504,"[""504"", ""301"", ""202""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,1353,503,504,"[""504"", ""503"", ""701""]",False,True,504,"[""504"", ""503"", ""706""]",NEUTRAL,LEFT,LEFT,False
199809,Greens/Alliance90,41113,1979,0,605,"[""605"", ""0"", ""606""]",False,True,605,"[""605"", ""504"", ""706""]",NEUTRAL,TAN,TAN,False
199809,Greens/Alliance90,41113,731,706,411,"[""411"", ""506"", ""701""]",False,False,706,"[""706"", ""411"", ""503""]",GAL,NEUTRAL,GAL,False
199809,Greens/Alliance90,41113,2064,107,107,"[""107"", ""0"", ""109""]",True,True,107,"[""107"", ""303"", ""109""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,38,503,503,"[""503"", ""201"", ""0""]",True,True,503,"[""503"", ""706"", ""201""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,1215,603,501,"[""501"", ""411"", ""0""]",False,False,603,"[""603"", ""411"", ""501""]",TAN,GAL,TAN,False
199809,Greens/Alliance90,41113,2266,105,105,"[""105"", ""106"", ""0""]",True,True,105,"[""105"", ""106"", ""107""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,825,403,402,"[""402"", ""403"", ""0""]",False,True,402,"[""402"", ""403"", ""401""]",LEFT,RIGHT,RIGHT,False
199809,Greens/Alliance90,41113,2298,303,107,"[""107"", ""303"", ""202""]",False,True,303,"[""303"", ""107"", ""202""]",RIGHT,GAL,RIGHT,False
199809,Greens/Alliance90,41113,498,501,501,"[""501"", ""105"", ""0""]",True,True,501,"[""501"", ""416"", ""411""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1374,504,504,"[""504"", ""503"", ""0""]",True,True,504,"[""504"", ""503"", ""706""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,1709,503,701,"[""701"", ""503"", ""201""]",False,True,701,"[""701"", ""503"", ""303""]",NEUTRAL,LEFT,LEFT,False
199809,Greens/Alliance90,41113,747,701,504,"[""504"", ""701"", ""402""]",False,True,701,"[""701"", ""402"", ""504""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,27,303,0,"[""0"", ""303"", ""410""]",False,True,305,"[""305"", ""501"", ""601""]",RIGHT,NEUTRAL,NEUTRAL,False
199809,Greens/Alliance90,41113,1489,506,506,"[""506"", ""0"", ""303""]",True,True,506,"[""506"", ""411"", ""303""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,2215,107,303,"[""303"", ""202"", ""0""]",False,False,107,"[""107"", ""108"", ""303""]",GAL,RIGHT,GAL,False
199809,Greens/Alliance90,41113,106,706,202,"[""202"", ""606"", ""0""]",False,False,706,"[""706"", ""202"", ""503""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,523,501,416,"[""416"", ""501"", ""411""]",False,True,501,"[""501"", ""416"", ""411""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1660,503,503,"[""503"", ""607"", ""705""]",True,True,503,"[""503"", ""705"", ""201""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,1414,706,201,"[""201"", ""503"", ""604""]",False,False,201,"[""201"", ""603"", ""604""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1105,303,303,"[""303"", ""402"", ""0""]",True,True,303,"[""303"", ""504"", ""701""]",RIGHT,RIGHT,RIGHT,True
199809,Greens/Alliance90,41113,278,411,411,"[""411"", ""0"", ""408""]",True,True,411,"[""411"", ""416"", ""501""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,1114,504,504,"[""504"", ""0"", ""506""]",True,True,504,"[""504"", ""506"", ""503""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,406,701,701,"[""701"", ""416"", ""501""]",True,True,416,"[""416"", ""701"", ""501""]",LEFT,LEFT,GAL,True
199809,Greens/Alliance90,41113,2204,107,107,"[""107"", ""104"", ""109""]",True,True,107,"[""107"", ""104"", ""106""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,328,408,501,"[""501"", ""416"", ""0""]",False,False,416,"[""416"", ""501"", ""411""]",NEUTRAL,GAL,GAL,False
199809,Greens/Alliance90,41113,586,107,504,"[""504"", ""107"", ""0""]",False,True,107,"[""107"", ""504"", ""503""]",GAL,LEFT,GAL,False
199809,Greens/Alliance90,41113,597,503,503,"[""503"", ""0"", ""408""]",True,True,503,"[""503"", ""416"", ""501""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,2156,403,108,"[""108"", ""403"", ""504""]",False,True,403,"[""403"", ""110"", ""701""]",LEFT,GAL,LEFT,False
199809,Greens/Alliance90,41113,763,408,301,"[""301"", ""409"", ""408""]",False,True,301,"[""301"", ""416"", ""410""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,1223,606,606,"[""606"", ""504"", ""201""]",True,True,606,"[""606"", ""505"", ""504""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,1929,202,202,"[""202"", ""303"", ""304""]",True,True,202,"[""202"", ""204"", ""304""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,977,503,503,"[""503"", ""403"", ""0""]",True,True,503,"[""503"", ""403"", ""303""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,929,303,301,"[""301"", ""302"", ""0""]",False,False,301,"[""301"", ""303"", ""414""]",RIGHT,NEUTRAL,NEUTRAL,False
199809,Greens/Alliance90,41113,1433,706,0,"[""0"", ""503"", ""201""]",False,False,605,"[""605"", ""706"", ""503""]",GAL,NEUTRAL,TAN,False
199809,Greens/Alliance90,41113,1819,202,607,"[""607"", ""202"", ""503""]",False,True,202,"[""202"", ""201"", ""108""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1707,503,503,"[""503"", ""303"", ""0""]",True,True,706,"[""706"", ""503"", ""303""]",NEUTRAL,NEUTRAL,GAL,True
199809,Greens/Alliance90,41113,1993,201,201,"[""201"", ""202"", ""605""]",True,True,201,"[""201"", ""605"", ""705""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,2344,202,202,"[""202"", ""304"", ""303""]",True,True,202,"[""202"", ""304"", ""107""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,2053,602,107,"[""107"", ""109"", ""0""]",False,False,107,"[""107"", ""601"", ""602""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,564,408,408,"[""408"", ""701"", ""0""]",True,True,410,"[""410"", ""407"", ""401""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,1145,504,504,"[""504"", ""503"", ""0""]",True,True,504,"[""504"", ""503"", ""701""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,1037,504,504,"[""504"", ""503"", ""0""]",True,True,504,"[""504"", ""701"", ""505""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,305,403,403,"[""403"", ""501"", ""416""]",True,True,416,"[""416"", ""501"", ""403""]",LEFT,LEFT,GAL,True
199809,Greens/Alliance90,41113,1550,503,503,"[""503"", ""506"", ""705""]",True,True,503,"[""503"", ""506"", ""411""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,114,606,501,"[""501"", ""107"", ""606""]",False,True,706,"[""706"", ""606"", ""501""]",NEUTRAL,GAL,GAL,False
199809,Greens/Alliance90,41113,1062,504,504,"[""504"", ""411"", ""503""]",True,True,504,"[""504"", ""503"", ""607""]",LEFT,LEFT,LEFT,True
199809,Greens/Alliance90,41113,55,408,414,"[""414"", ""408"", ""0""]",False,True,504,"[""504"", ""503"", ""409""]",NEUTRAL,RIGHT,LEFT,False
199809,Greens/Alliance90,41113,336,412,416,"[""416"", ""403"", ""503""]",False,False,501,"[""501"", ""416"", ""403""]",LEFT,GAL,GAL,False
199809,Greens/Alliance90,41113,282,411,411,"[""411"", ""0"", ""408""]",True,True,411,"[""411"", ""416"", ""410""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,1056,706,706,"[""706"", ""503"", ""201""]",True,True,706,"[""706"", ""503"", ""201""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,321,411,416,"[""416"", ""501"", ""0""]",False,False,501,"[""501"", ""416"", ""411""]",NEUTRAL,GAL,GAL,False
199809,Greens/Alliance90,41113,161,501,501,"[""501"", ""0"", ""416""]",True,True,501,"[""501"", ""416"", ""305""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1517,506,506,"[""506"", ""410"", ""503""]",True,True,506,"[""506"", ""411"", ""706""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,2328,407,107,"[""107"", ""416"", ""501""]",False,False,107,"[""107"", ""416"", ""406""]",RIGHT,GAL,GAL,False
199809,Greens/Alliance90,41113,1098,505,504,"[""504"", ""505"", ""0""]",False,True,505,"[""505"", ""504"", ""605""]",RIGHT,LEFT,RIGHT,False
199809,Greens/Alliance90,41113,1285,401,402,"[""402"", ""401"", ""408""]",False,True,402,"[""402"", ""503"", ""504""]",RIGHT,RIGHT,RIGHT,True
199809,Greens/Alliance90,41113,2202,303,104,"[""104"", ""107"", ""0""]",False,False,106,"[""106"", ""105"", ""104""]",RIGHT,TAN,GAL,False
199809,Greens/Alliance90,41113,989,408,503,"[""503"", ""403"", ""301""]",False,False,503,"[""503"", ""606"", ""414""]",NEUTRAL,NEUTRAL,NEUTRAL,True
199809,Greens/Alliance90,41113,613,202,202,"[""202"", ""405"", ""416""]",True,True,202,"[""202"", ""403"", ""401""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,2146,602,108,"[""108"", ""107"", ""0""]",False,False,108,"[""108"", ""110"", ""503""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1124,706,503,"[""503"", ""0"", ""201""]",False,False,503,"[""503"", ""706"", ""504""]",GAL,NEUTRAL,NEUTRAL,False
199809,Greens/Alliance90,41113,2147,202,202,"[""202"", ""108"", ""0""]",True,True,202,"[""202"", ""108"", ""110""]",GAL,GAL,GAL,True
199809,Greens/Alliance90,41113,1857,705,605,"[""605"", ""503"", ""705""]",False,True,605,"[""605"", ""705"", ""503""]",GAL,TAN,TAN,False
199809,Greens/Alliance90,41113,880,107,202,"[""202"", ""108"", ""410""]",False,False,108,"[""108"", ""107"", ""202""]",GAL,GAL,GAL,True
