manifesto_id,year,party,party_id,row_idx,top1,ranked,gal_tan_spektrum
41112.016.1990.1.1,1990,Bündnis 90,41112,192,706,"[""706"", ""501"", ""411""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,191,503,"[""503"", ""705"", ""706""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,194,706,"[""706"", ""503"", ""202""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,196,411,"[""411"", ""0"", ""107""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,195,706,"[""706"", ""503"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,197,410,"[""410"", ""411"", ""0""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,198,411,"[""411"", ""501"", ""0""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,199,0,"[""0"", ""303"", ""411""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,200,411,"[""411"", ""501"", ""0""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,201,411,"[""411"", ""501"", ""0""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,202,504,"[""504"", ""0"", ""606""]",LEFT
41112.016.1990.1.1,1990,Bündnis 90,41112,203,0,"[""0"", ""502"", ""606""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,204,501,"[""501"", ""411"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,205,501,"[""501"", ""416"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,206,411,"[""411"", ""501"", ""0""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,207,411,"[""411"", ""303"", ""0""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,208,411,"[""411"", ""303"", ""0""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,209,303,"[""303"", ""0"", ""606""]",RIGHT
41112.016.1990.1.1,1990,Bündnis 90,41112,210,411,"[""411"", ""303"", ""0""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,212,411,"[""411"", ""303"", ""0""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,211,606,"[""606"", ""202"", ""303""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,213,501,"[""501"", ""605"", ""411""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,215,501,"[""501"", ""0"", ""416""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,214,501,"[""501"", ""0"", ""416""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,216,501,"[""501"", ""416"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,217,501,"[""501"", ""0"", ""416""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,218,501,"[""501"", ""0"", ""416""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,220,501,"[""501"", ""0"", ""411""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,219,501,"[""501"", ""0"", ""403""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,221,501,"[""501"", ""416"", ""703""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,223,501,"[""501"", ""416"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,222,504,"[""504"", ""201"", ""0""]",LEFT
41112.016.1990.1.1,1990,Bündnis 90,41112,225,501,"[""501"", ""408"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,224,501,"[""501"", ""0"", ""416""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,227,0,"[""0"", ""303"", ""305""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,226,501,"[""501"", ""411"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,228,403,"[""403"", ""408"", ""303""]",LEFT
41112.016.1990.1.1,1990,Bündnis 90,41112,229,403,"[""403"", ""501"", ""303""]",LEFT
41112.016.1990.1.1,1990,Bündnis 90,41112,231,501,"[""501"", ""411"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,233,501,"[""501"", ""706"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,230,402,"[""402"", ""501"", ""416""]",RIGHT
41112.016.1990.1.1,1990,Bündnis 90,41112,232,501,"[""501"", ""0"", ""504""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,235,501,"[""501"", ""0"", ""411""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,234,501,"[""501"", ""403"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,237,201,"[""201"", ""403"", ""501""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,236,501,"[""501"", ""416"", ""408""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,239,0,"[""0"", ""501"", ""411""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,241,501,"[""501"", ""0"", ""411""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,238,403,"[""403"", ""401"", ""302""]",LEFT
41112.016.1990.1.1,1990,Bündnis 90,41112,240,501,"[""501"", ""411"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,242,0,"[""0"", ""305"", ""606""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,243,411,"[""411"", ""303"", ""0""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,244,501,"[""501"", ""411"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,245,0,"[""0"", ""305"", ""408""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,248,414,"[""414"", ""501"", ""403""]",RIGHT
41112.016.1990.1.1,1990,Bündnis 90,41112,246,501,"[""501"", ""416"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,247,501,"[""501"", ""411"", ""301""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,249,501,"[""501"", ""411"", ""303""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,250,411,"[""411"", ""501"", ""0""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,251,501,"[""501"", ""0"", ""403""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,253,501,"[""501"", ""0"", ""411""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,252,501,"[""501"", ""0"", ""504""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,254,501,"[""501"", ""416"", ""503""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,257,501,"[""501"", ""411"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,256,501,"[""501"", ""303"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,258,501,"[""501"", ""403"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,255,501,"[""501"", ""502"", ""703""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,260,501,"[""501"", ""403"", ""0""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,259,501,"[""501"", ""0"", ""411""]",GAL
41112.016.1990.1.1,1990,Bündnis 90,41112,261,0,"[""0"", ""408"", ""411""]",NEUTRAL
41112.016.1990.1.1,1990,Bündnis 90,41112,262,416,"[""416"", ""403"", ""408""]",GAL
